active_wallets,avg_gas_price,day,failed_tx,success_tx,total_gas_used,tx_count
1505923,5884097833.561742,2021-10-19,1236679,7890261,1183200906761,9126940
1244465,6076732673.075891,2021-10-20,683773,7128369,1129096263816,7812142
1335061,6152373020.844105,2021-10-21,904504,7919842,1210117575892,8824346
1191612,6128244963.049981,2021-10-22,800606,7345451,1195410993414,8146057
1066019,6094821389.081212,2021-10-23,651194,6796567,1121917714826,7447761
1079682,6000082765.333291,2021-10-24,606056,6554285,1107940879291,7160341
1192120,6151119925.888076,2021-10-25,705837,7625188,1217946566443,8331025
1459003,6348242837.7771225,2021-10-26,841754,9158381,1389230892985,10000135
1601449,6669116791.486798,2021-10-27,1303966,9304113,1403343217863,10608079
1778899,6579945198.722526,2021-10-28,1548600,9292697,1656830777596,10841297
1581063,6230408204.513798,2021-10-29,2128689,9946287,1823502239736,12074976
1594921,6548487711.657573,2021-10-30,1220332,9133676,1737563215260,10354008
1544968,6771265639.885422,2021-10-31,943692,8337770,1542540644816,9281462
1606688,6733417236.3534155,2021-11-01,1081586,8949447,1680655584375,10031033
1613930,6694450012.042438,2021-11-02,1375010,9758929,1914436601686,11133939
1676032,6735156916.606229,2021-11-03,1446107,9852138,1819478200222,11298245
1986729,6673464038.790617,2021-11-04,1226652,10955244,1733808783018,12181896
1635258,6254864909.389846,2021-11-05,1123072,9335422,1632058011725,10458494
1518586,6383592296.801516,2021-11-06,1035593,9550619,1586082340076,10586212
1549014,6591561204.992715,2021-11-07,1147885,9198674,1602461745789,10346559
1563196,6464560829.225693,2021-11-08,916757,9044385,1565382117104,9961142
1765584,6460904305.453705,2021-11-09,1007279,10182451,1672764494457,11189730
1834425,6803870224.71666,2021-11-10,1196768,10964716,1791727201093,12161484
1854660,6318228902.486669,2021-11-11,1190676,10988916,1770064011934,12179592
1636263,6477752634.966361,2021-11-12,1297444,10881512,1767885903310,12178956
1566932,6806297140.672344,2021-11-13,1190098,10303294,1723824651310,11493392
1575896,6406166503.641502,2021-11-14,1211127,10377639,1745613546370,11588766
1713765,6414660541.7958,2021-11-15,1330451,11771456,1974783683495,13101907
1891377,7712797868.806619,2021-11-16,1568034,13190373,2019019982913,14758407
1609975,6576617520.82004,2021-11-17,1497402,11643086,1968633799007,13140488
1531568,6462824483.65178,2021-11-18,1705697,12099678,2045311118303,13805375
1491570,6500507625.410175,2021-11-19,1705426,12460176,2143664164268,14165602
1465776,6274953503.928265,2021-11-20,1850324,12758057,2119619254030,14608381
1442321,6220185535.811562,2021-11-21,1531953,12462254,2077121985469,13994207
1473589,6000816364.30505,2021-11-22,1553038,12757552,2131721699232,14310590
1546437,6434080338.967137,2021-11-23,2125925,13167857,2202184541801,15293782
1551998,6263724637.19138,2021-11-24,1776880,13175563,2183851951738,14952443
1658690,6285261351.644833,2021-11-25,2579337,13683168,2210941529660,16262505
1548310,6308829168.3448105,2021-11-26,2804211,13098155,2121069882306,15902366
1424011,6168974901.2323,2021-11-27,2209539,13145048,2215678744266,15354587
1472197,6163322797.734473,2021-11-28,2163574,13112016,2196149029505,15275590
1673727,6297015476.133236,2021-11-29,2333533,12966296,2140314762044,15299829
1784877,6373859826.004917,2021-11-30,1892087,12939806,2092624723728,14831893
2108287,7207344053.686592,2021-12-01,1723845,13379429,1993085225693,15103274
1832410,7637584027.460283,2021-12-02,1246472,11833258,1811531261577,13079730
1571332,6663008752.967439,2021-12-03,1037689,9869250,1519222457429,10906939
1513303,7102581126.290728,2021-12-04,795724,10243183,1540743020188,11038907
1482847,6260059666.383999,2021-12-05,1052981,11346953,1868462175065,12399934
1619864,6391274769.103614,2021-12-06,1227758,12052041,1865808749146,13279799
1618735,7629122920.342722,2021-12-07,1264884,11397777,1647852789749,12662661
1561517,6442035927.507402,2021-12-08,1181249,10221286,1454165778034,11402535
1449768,6447237606.697309,2021-12-09,863485,8466089,1263231139252,9329574
1512972,7489142195.048219,2021-12-10,851898,8701523,1246700642809,9553421
1158350,6387618872.866285,2021-12-11,569998,6492306,958796539283,7062304
1195298,6134481906.060669,2021-12-12,1188272,6383356,1056822992098,7571628
1247108,6540736724.14381,2021-12-13,542009,6782520,1085492149023,7324529
1547157,6393099311.323607,2021-12-14,616683,7523063,1171161117677,8139746
1335299,6722110392.95848,2021-12-15,630409,6901631,1050523696534,7532040
1285646,6912427139.956991,2021-12-16,1013520,6894869,1076723167253,7908389
1329845,7645423447.152772,2021-12-17,1130422,7053236,1094203559986,8183658
1181457,6748697439.318358,2021-12-18,1125883,6119054,1006967962984,7244937
1115193,6865741101.519771,2021-12-19,436941,5756709,897203139678,6193650
1335863,6881883606.730441,2021-12-20,877470,6730716,1035695043087,7608186
1482572,7094211137.338256,2021-12-21,819079,7930552,1135946282124,8749631
1407676,6725988322.335565,2021-12-22,922790,6889528,1060294439243,7812318
1336656,6816402514.3911295,2021-12-23,598575,6973840,1046231502487,7572415
1196605,6483485766.319036,2021-12-24,426671,6188076,969959735015,6614747
1083728,6328592968.588181,2021-12-25,355516,5466005,824724192185,5821521
1181961,6409876133.600085,2021-12-26,531722,6046706,926507523690,6578428
1306508,6417152689.021764,2021-12-27,579510,6663411,1068947319001,7242921
1308449,6960220980.011181,2021-12-28,673895,6391777,974604706650,7065672
1283526,6636480616.64208,2021-12-29,484100,6332046,993127379994,6816146
1358172,6725739990.381669,2021-12-30,788622,6479899,964414325546,7268521
1289124,6716832272.101545,2021-12-31,391905,6109173,954554831851,6501078
1085581,6789355651.993671,2022-01-01,368275,5498046,862845849249,5866321
1184389,6724189197.592318,2022-01-02,434299,5890172,950117716023,6324471
1296665,6614691952.08845,2022-01-03,441407,6423301,1054094269338,6864708
1394158,6937236114.736436,2022-01-04,826091,6675161,1038630764893,7501252
1394741,6914846151.92553,2022-01-05,809488,6875036,1066372185278,7684524
1355471,6914241240.563444,2022-01-06,429363,6554416,988643283094,6983779
1267071,6833793228.815595,2022-01-07,513954,6110824,951269290540,6624778
1175401,6934928745.656896,2022-01-08,423992,5767607,879993677030,6191599
1132238,6846070623.032462,2022-01-09,332767,5241267,799763123593,5574034
1207816,7090769906.513157,2022-01-10,454027,6173840,945402366284,6627867
1217287,7086637554.920428,2022-01-11,412022,5802442,910108525698,6214464
1234871,6781267899.875362,2022-01-12,440071,5788380,915615627107,6228451
1242702,6781036283.048051,2022-01-13,434937,5875910,915338330625,6310847
1213201,6707285141.389366,2022-01-14,673292,5976807,923211181854,6650099
1201835,6695245850.795833,2022-01-15,482781,5648605,894400135730,6131386
1204070,6964432786.738494,2022-01-16,551737,5545469,889721216088,6097206
1265188,6406679176.012688,2022-01-17,443484,5740140,875388411148,6183624
1374144,6456060885.860452,2022-01-18,545968,6575144,930098877637,7121112
1218202,6283743468.442034,2022-01-19,350678,5598973,842505831309,5949651
1254779,6802977092.911695,2022-01-20,474521,6195131,918072516246,6669652
1192550,6913315103.600051,2022-01-21,551196,6438456,934516577999,6989652
1124282,7396363195.514742,2022-01-22,526714,6345664,889802293533,6872378
986060,6504945025.825301,2022-01-23,327047,4937863,745557821442,5264910
1054771,6915941164.897197,2022-01-24,550366,5403664,780196045098,5954030
1095540,6783392293.837612,2022-01-25,389432,5431326,810789500550,5820758
1130023,6851073437.79241,2022-01-26,397360,5570022,809079393608,5967382
1094346,7276842251.451557,2022-01-27,504066,5332328,767892638970,5836394
1042869,6442005328.199736,2022-01-28,365961,4893523,745676983823,5259484
941731,6457667787.426097,2022-01-29,325719,4583878,687684666560,4909597
881100,6461203062.619721,2022-01-30,321154,4320879,662204661697,4642033
920709,6917733374.623222,2022-01-31,336642,4443757,704685493906,4780399
921032,6676430902.893373,2022-02-01,326831,4529104,725507926783,4855935
953400,6482095388.780915,2022-02-02,297888,4548521,707377347495,4846409
894591,6255849155.4073715,2022-02-03,1405902,4830413,805840761549,6236315
877534,6719175448.599484,2022-02-04,420348,4565163,805638119937,4985511
942443,6503686569.091403,2022-02-05,404684,4886297,866661986797,5290981
931281,6253470216.446822,2022-02-06,354770,4679397,816101784746,5034167
1118791,6728601759.21385,2022-02-07,406773,5532239,927027839215,5939012
1122657,6625885257.755363,2022-02-08,496838,5929251,874773230197,6426089
1071762,6554963176.386213,2022-02-09,414013,5112221,815233676572,5526234
1136609,6803735327.965288,2022-02-10,490188,5631734,866800710211,6121922
1083621,6846369364.416397,2022-02-11,547514,5766552,878600169270,6314066
945042,6539671737.139515,2022-02-12,351456,4637422,725731242432,4988878
952099,6478905555.011304,2022-02-13,366997,4713775,769085057051,5080772
1017317,6421972953.042865,2022-02-14,342032,4932700,787604302796,5274732
1157623,6322199006.453183,2022-02-15,539506,5914832,1100171069466,6454338
1155227,6468354268.996927,2022-02-16,421968,6085931,1215017830769,6507899
1091400,6440659791.360268,2022-02-17,434189,5519684,920184258516,5953873
1050483,7084959723.825673,2022-02-18,553226,5436498,851166712842,5989724
936460,6439976649.170225,2022-02-19,407653,4696112,733132846745,5103765
949434,6553718801.299076,2022-02-20,599024,4848788,766894752700,5447812
1022832,6517617000.300238,2022-02-21,474704,5149209,799340308368,5623913
1144966,6984210518.140859,2022-02-22,557982,5167142,811998676657,5725124
1132268,7030634910.258137,2022-02-23,501870,5270964,779233776784,5772834
987988,6950252021.291933,2022-02-24,463225,5375853,788738007646,5839078
1010274,7003138068.527782,2022-02-25,691246,5525063,785610453054,6216309
891485,6425282494.088216,2022-02-26,401645,4568635,641084932051,4970280
856959,6787647061.470823,2022-02-27,363626,4312119,623537802560,4675745
965698,7573074250.823641,2022-02-28,467109,4843753,709501839001,5310862
1061226,6855917234.945869,2022-03-01,469724,4881459,727435387591,5351183
1045918,6431197389.717646,2022-03-02,377511,4546868,673919656013,4924379
1040359,6976510977.344041,2022-03-03,396594,4570689,694982992007,4967283
1043404,6392775939.250684,2022-03-04,432417,4657070,685896331072,5089487
949405,6687382198.563998,2022-03-05,407297,4214358,620816505190,4621655
892986,6562831821.563442,2022-03-06,333448,4066884,624141049402,4400332
959180,6483681300.002345,2022-03-07,463955,4487638,711108489100,4951593
927137,6522392197.707952,2022-03-08,478872,4194864,674436203201,4673736
1002185,6639643930.253693,2022-03-09,416875,4480024,675998731020,4896899
977308,6557903990.506477,2022-03-10,498269,4380520,669626101393,4878789
903819,6695826926.152912,2022-03-11,416080,4216922,637376170229,4633002
875125,6740650057.798919,2022-03-12,527416,4088344,636192567084,4615760
873979,6743598404.273766,2022-03-13,376322,4154605,615958228448,4530927
1001728,6673913195.407039,2022-03-14,456281,4516857,668554719861,4973138
990975,6627042786.94919,2022-03-15,456691,4624363,693367020091,5081054
1033794,6559030953.182799,2022-03-16,370085,4559225,705446404241,4929310
1015548,7135703165.055521,2022-03-17,505922,4596558,707799239885,5102480
965967,6711069102.233886,2022-03-18,370346,4399648,664440594938,4769994
1012679,7602033916.221716,2022-03-19,508039,4683639,685063924929,5191678
918577,7678144037.918098,2022-03-20,465405,4399598,640054798108,4865003
1097808,6990915454.760346,2022-03-21,653828,5518239,759997306265,6172067
1101478,7198730116.0446205,2022-03-22,540808,5126267,760081823542,5667075
1099093,6839454879.240582,2022-03-23,571846,4938111,748499727038,5509957
1117521,6910427160.396653,2022-03-24,763178,5098339,746779561269,5861517
1023069,6653956055.253743,2022-03-25,449542,4637787,683998072205,5087329
959503,6617583849.803313,2022-03-26,430898,4270739,633587843859,4701637
998110,6596543073.109386,2022-03-27,398895,4435293,642855751575,4834188
1138263,6962828152.445356,2022-03-28,486582,5082238,738144993439,5568820
1123744,6983391582.661714,2022-03-29,438142,4906812,694435785168,5344954
1221127,7053531961.829163,2022-03-30,580627,5264220,760606872416,5844847
1192157,6784975749.213914,2022-03-31,537743,5306215,788564302760,5843958
1115971,7008255607.99355,2022-04-01,481445,5242778,757720884246,5724223
1095581,6902184421.445804,2022-04-02,449504,5034359,741531392357,5483863
1042046,6846542668.325729,2022-04-03,431300,4677278,688728104531,5108578
1140732,6775451860.213002,2022-04-04,511325,5211686,766711272695,5723011
1192455,6586006491.480092,2022-04-05,516214,5255215,778475551513,5771429
1100448,6650564863.066425,2022-04-06,389504,4880094,754194973845,5269598
1046124,6857205996.960254,2022-04-07,551249,4983998,727659937553,5535247
991922,6987719012.833538,2022-04-08,529410,4537979,697315868505,5067389
882617,7036410762.565825,2022-04-09,405359,3896103,593949401978,4301462
905032,7075590610.621468,2022-04-10,350542,3916988,599955243336,4267530
989855,7200399224.3257265,2022-04-11,447352,4311262,643992178840,4758614
1078039,7034159911.626237,2022-04-12,418598,4417328,643307524909,4835926
1057443,7030946056.595385,2022-04-13,353967,4292833,648506304439,4646800
971705,7306569827.842903,2022-04-14,378265,4053849,611756080688,4432114
958590,7145306555.565955,2022-04-15,389366,4040819,613996292177,4430185
871478,7419871097.775594,2022-04-16,326316,4214413,559135972694,4540729
872678,7055017735.173144,2022-04-17,396813,3948804,577080623340,4345617
984460,6922253442.078939,2022-04-18,433051,4153731,631309003749,4586782
1055198,6834936981.739268,2022-04-19,356503,4273637,677695220582,4630140
1163495,6755617968.712261,2022-04-20,441232,4897235,723182842217,5338467
1220694,6941946194.811879,2022-04-21,513981,4969620,719694299432,5483601
1195378,6755056522.222787,2022-04-22,345921,4878968,704757602732,5224889
1200481,6415445801.7759695,2022-04-23,439681,5087573,758381235191,5527254
1067340,6588008665.8902,2022-04-24,335722,4325027,648530691813,4660749
1163738,6821125719.6804085,2022-04-25,484210,4899862,725269970531,5384072
1109947,7008132364.598381,2022-04-26,544137,4731078,702645459336,5275215
1110505,6880589399.591588,2022-04-27,327770,4489054,627678724015,4816824
1064400,7302152613.98062,2022-04-28,429551,4817023,695900489599,5246574
1087214,7384652736.597548,2022-04-29,525467,4995824,748902336290,5521291
977519,7100391856.789106,2022-04-30,363589,4329084,611206868774,4692673
936843,6851382480.465322,2022-05-01,351633,4176135,621524818941,4527768
967959,6970284657.907795,2022-05-02,277945,3954471,568826382620,4232416
897999,6721590501.027063,2022-05-03,298392,3785890,569300584219,4084282
1080817,6925068054.931193,2022-05-04,349039,4247637,614685427600,4596676
1038052,6861267375.607298,2022-05-05,352295,4396274,638551827371,4748569
958812,6852395828.375742,2022-05-06,324217,3967117,564676483407,4291334
910126,6687768784.086114,2022-05-07,271409,3943836,548932153310,4215245
887861,6826125465.998258,2022-05-08,328397,3910667,548429986499,4239064
1000132,7178181473.121969,2022-05-09,586380,5186806,684824578605,5773186
953853,7433415279.287537,2022-05-10,512438,4717526,624953475912,5229964
1092702,8238205185.786298,2022-05-11,1014616,6673261,874395002285,7687877
1074555,7769743636.518697,2022-05-12,1696236,8090317,1028300958092,9786553
999853,6998652151.119681,2022-05-13,1139135,6905735,877652825853,8044870
997461,6466372239.416715,2022-05-14,877556,6041869,831620890445,6919425
901913,6632686681.995359,2022-05-15,530023,4544838,723780582573,5074861
912732,7032109608.202174,2022-05-16,495957,4411127,666917063990,4907084
910252,6841842918.630946,2022-05-17,362641,3950234,554563613250,4312875
893340,6923598369.203806,2022-05-18,326160,3938718,550863391463,4264878
907245,6784827733.502653,2022-05-19,328078,3983050,552587992058,4311128
820931,6680123475.475859,2022-05-20,312811,3755987,537472153822,4068798
780097,6494388758.255668,2022-05-21,273767,3481696,493431397693,3755463
831671,6333491080.930189,2022-05-22,377083,3631634,507033480482,4008717
987576,6877688096.558493,2022-05-23,463689,4413542,613445252770,4877231
895230,6494252532.219289,2022-05-24,447626,4132029,570874395764,4579655
955923,6775181080.589811,2022-05-25,360357,4154529,597837661655,4514886
932338,6642134333.216016,2022-05-26,454712,4620365,610171009662,5075077
881140,6528769660.404698,2022-05-27,375794,4111053,540054351353,4486847
829849,6772337194.413661,2022-05-28,318252,3683972,489397434067,4002224
807417,8820217634.811205,2022-05-29,303202,3607913,496788118879,3911115
898533,6732269971.590606,2022-05-30,365624,4097798,554491655295,4463422
927344,6845017465.398258,2022-05-31,333588,4025955,566191489464,4359543
886735,6760319560.511533,2022-06-01,290742,3923976,547388008808,4214718
806659,6742879012.812414,2022-06-02,243798,3585480,521970108938,3829278
795082,6367324979.046929,2022-06-03,211435,3455572,477000842493,3667007
738242,6434763649.587098,2022-06-04,233529,3311766,463611514062,3545295
775240,6527683014.942658,2022-06-05,248395,3454809,487318863610,3703204
875022,6688925846.0863905,2022-06-06,282263,3931625,559989686399,4213888
860569,6719271399.293155,2022-06-07,323161,4014740,558843044836,4337901
882000,6615289780.578021,2022-06-08,376522,4093720,578506303121,4470242
907274,7281483181.753053,2022-06-09,351147,3971205,557377610582,4322352
881461,6675183075.671959,2022-06-10,330163,4084836,539630407055,4414999
809723,6954448552.67243,2022-06-11,318057,3506911,487505542840,3824968
844653,6744500941.420207,2022-06-12,270774,3504189,489630319864,3774963
914253,7108570209.930344,2022-06-13,512820,4449027,610253875509,4961847
850091,7552436164.848956,2022-06-14,412943,4142713,572761249443,4555656
855691,7365663573.013478,2022-06-15,402086,3940280,564304674159,4342366
834348,6572652851.226856,2022-06-16,351410,3624941,510202072448,3976351
808224,6373874826.080376,2022-06-17,264981,3305997,481057882023,3570978
754880,7033837176.810579,2022-06-18,366532,3490662,494513259104,3857194
711475,6662086981.180243,2022-06-19,250393,3132634,433168724741,3383027
826206,6617686936.240632,2022-06-20,279774,3601713,497138081144,3881487
844955,6592342835.684331,2022-06-21,290107,3741646,509913952093,4031753
798468,6569601486.955534,2022-06-22,239632,3369811,479010852670,3609443
827379,6526542861.556566,2022-06-23,261177,3442290,500576247569,3703467
1010638,6301095300.605311,2022-06-24,364933,3774572,509560688545,4139505
883094,6206486849.5931425,2022-06-25,278403,3546046,477598997279,3824449
891654,6258431267.031025,2022-06-26,277686,3344344,459669743969,3622030
829096,6510073243.774571,2022-06-27,239687,3396555,473700403825,3636242
832162,6728468004.620546,2022-06-28,296246,3627860,506570392595,3924106
854091,6627994373.87518,2022-06-29,320840,3625014,508596875499,3945854
927184,6826605189.668462,2022-06-30,323827,3843134,524811518369,4166961
858907,6688954917.702762,2022-07-01,359215,3757708,537607536471,4116923
769987,6606641491.916709,2022-07-02,223073,3192092,451179890738,3415165
737761,7122599531.783322,2022-07-03,172620,2992154,418712464991,3164774
860035,6979196957.838922,2022-07-04,271702,3630619,518952773274,3902321
886603,6567060051.27448,2022-07-05,339071,3699980,540001524878,4039051
864414,6579140033.494349,2022-07-06,270273,3553686,486981729903,3823959
886492,6609520886.376361,2022-07-07,255681,3663999,498166043663,3919680
828168,6964530516.765862,2022-07-08,263473,3532657,498102845567,3796130
748675,6450219831.003068,2022-07-09,192939,3025551,420136580224,3218490
740159,6504652865.835625,2022-07-10,190716,2956877,412858176158,3147593
848931,6532669154.896031,2022-07-11,308798,3852910,488407011355,4161708
877337,6480350130.711937,2022-07-12,246269,3493718,501715881237,3739987
874643,6848064669.97994,2022-07-13,267588,3775462,483229359430,4043050
840619,7022380437.417335,2022-07-14,288144,3475673,482517200540,3763817
871159,7678047031.311871,2022-07-15,356111,3596008,500445239403,3952119
771134,6554600231.080491,2022-07-16,1149601,3566627,481320178373,4716228
804286,6896765364.828198,2022-07-17,347053,3352260,456795187241,3699313
916141,7004609501.652343,2022-07-18,417631,3740460,532449839960,4158091
860679,6907205507.941901,2022-07-19,347957,3614098,511450885644,3962055
837881,7229454129.730919,2022-07-20,253658,3404078,476591895846,3657736
802919,6888987887.571372,2022-07-21,244512,3260441,467228151799,3504953
812767,6877990716.047772,2022-07-22,293932,3236126,477990223863,3530058
717390,6670254562.103949,2022-07-23,195126,2858053,413056593305,3053179
704732,7401965682.144746,2022-07-24,209265,2736762,388315659550,2946027
791562,7197717217.952518,2022-07-25,356721,3246849,445189800341,3603570
808581,6848037647.330424,2022-07-26,257922,3103281,439257720891,3361203
836145,7966928809.389411,2022-07-27,293018,3299004,466085152892,3592022
852061,7131045030.258465,2022-07-28,293248,3418753,460228843769,3712001
811049,6793748204.900525,2022-07-29,281104,3466038,459888773309,3747142
841383,6754584339.036136,2022-07-30,281972,3417815,464527088813,3699787
885221,6895226413.26256,2022-07-31,284232,3341405,462323122497,3625637
821345,6944304579.977376,2022-08-01,276746,3447674,462093434289,3724420
750252,7197045456.659658,2022-08-02,209194,3066766,436239515909,3275960
785160,6902474141.932019,2022-08-03,208978,3097760,436958582805,3306738
806819,6993934800.859096,2022-08-04,226951,3309233,445137347690,3536184
796245,6886742301.803498,2022-08-05,227142,3335545,451939384915,3562687
746711,7014512845.8124275,2022-08-06,276550,3094408,424445290957,3370958
727067,6808267879.773047,2022-08-07,224959,2900200,403910083121,3125159
852790,6769481892.620398,2022-08-08,283874,3379130,461422811890,3663004
813777,6886887064.968095,2022-08-09,273263,3331607,479272865710,3604870
847339,7013735321.986023,2022-08-10,251849,3292717,477072084817,3544566
839818,6886183260.303743,2022-08-11,300653,3336066,494067562394,3636719
756275,7046951156.851995,2022-08-12,196806,2979693,462303429627,3176499
837156,6636203644.850735,2022-08-13,205843,3128447,410024981076,3334290
723376,7012417199.205578,2022-08-14,196562,2814145,397940105797,3010707
787284,7173473583.372868,2022-08-15,294328,3110854,460990848448,3405182
800896,6978009795.421965,2022-08-16,238649,2985024,424815471109,3223673
763750,6886795618.436693,2022-08-17,211660,2917884,409678043365,3129544
782601,7668281895.970473,2022-08-18,238294,2951756,408030977831,3190050
767747,7371116075.036412,2022-08-19,334413,3097703,432792090895,3432116
686753,6880670196.095553,2022-08-20,194821,2595318,364902068342,2790139
655837,6732413722.304753,2022-08-21,165983,2429457,334548771236,2595440
744689,6855930174.386092,2022-08-22,172905,2767709,385511008163,2940614
729804,6901590742.105039,2022-08-23,179168,2703954,397377531646,2883122
714049,7167997012.855788,2022-08-24,180480,2621222,376667386555,2801702
751755,7224238023.184064,2022-08-25,200130,2783201,387821219932,2983331
738545,8384822804.179966,2022-08-26,240096,3023836,399907944178,3263932
663901,8472520235.242765,2022-08-27,216307,2489892,339823875054,2706199
643960,8068188659.049559,2022-08-28,182030,2683856,358373740737,2865886
752463,8680868338.325647,2022-08-29,411765,2880347,405141143533,3292112
795775,8124487065.379728,2022-08-30,248255,3068392,422722778298,3316647
828384,6883761304.47254,2022-08-31,240668,3157616,419311625558,3398284
854234,7163515625.390632,2022-09-01,322652,3224719,437261819605,3547371
834714,6916268982.922468,2022-09-02,221393,3049721,426668731735,3271114
828129,6535083132.4697275,2022-09-03,173300,2857980,397779921627,3031280
788497,6869785467.564125,2022-09-04,178542,2718663,358703232678,2897205
842017,7755558894.6299,2022-09-05,225419,3032740,411133975258,3258159
966320,7391950807.186895,2022-09-06,335947,3455058,452261631456,3791005
978980,6928763142.539114,2022-09-07,275671,3422925,455203939681,3698596
966151,7230837399.44001,2022-09-08,238746,3548269,466352282985,3787015
1022443,7540914673.740188,2022-09-09,271796,3950201,504163378830,4221997
812699,7090128096.52025,2022-09-10,167642,2780276,366243936132,2947918
741596,6936605718.499173,2022-09-11,179946,2654265,352336637744,2834211
802581,7327331269.151836,2022-09-12,213702,3042076,400425744180,3255778
768755,7205123281.052599,2022-09-13,193899,2976371,405640411580,3170270
778726,6915859557.671328,2022-09-14,190459,2982321,403876424000,3172780
883404,7184036165.741973,2022-09-15,237231,3334330,428373794086,3571561
881340,7188330648.6412525,2022-09-16,269717,3512976,456274915461,3782693
775914,6846101246.330667,2022-09-17,198238,2804023,366947841508,3002261
777570,6853522444.425231,2022-09-18,172432,2882226,365039142142,3054658
838739,7139122797.789069,2022-09-19,198322,3080786,409005921782,3279108
829358,7197237410.62921,2022-09-20,175686,2968312,388605992132,3143998
813034,7127964261.813652,2022-09-21,194403,3031988,386514968596,3226391
856472,6817429267.055563,2022-09-22,220650,2989631,381766842304,3210281
797458,6852982625.837663,2022-09-23,142655,2797784,360520934069,2940439
761579,6749005396.046938,2022-09-24,124212,2588562,333898410920,2712774
729129,7217264876.119188,2022-09-25,135370,2553851,340812452927,2689221
806333,6923368479.9038925,2022-09-26,172019,2883279,384056453646,3055298
968968,6740757159.85845,2022-09-27,211933,3038879,383554194030,3250812
833595,6847278768.303299,2022-09-28,267830,3320488,400889494455,3588318
819452,7088390129.175239,2022-09-29,238083,2829610,371259901907,3067693
851047,7316432411.171286,2022-09-30,176813,2931289,370072128592,3108102
734417,7703669815.735344,2022-10-01,178779,2631690,329780383559,2810469
743380,7076097218.623448,2022-10-02,148562,2661393,324305040452,2809955
798572,7758113373.554954,2022-10-03,170196,2749840,345124219844,2920036
778202,7568932963.043473,2022-10-04,165027,2750542,349523541327,2915569
789703,7547759565.774063,2022-10-05,178299,2877895,363302950120,3056194
770540,8098582615.752379,2022-10-06,194425,2865967,357138035211,3060392
666630,6885260336.720966,2022-10-07,186862,2169497,291489988293,2356359
780768,6615232622.284691,2022-10-08,127499,2572190,324706454562,2699689
762660,6689400391.981447,2022-10-09,144010,2533596,316748714787,2677606
936111,6693164486.680756,2022-10-10,174211,2909833,382288702238,3084044
1496120,7466108311.056582,2022-10-11,238554,3696206,526109243046,3934760
2167844,6242628727.08011,2022-10-12,247544,4635844,634390414324,4883388
1615301,6661358638.359862,2022-10-13,205596,4209713,458086206547,4415309
1077500,6698477665.5899105,2022-10-14,183358,3201735,403038098644,3385093
899661,6662531725.487862,2022-10-15,143699,2876765,351822408368,3020464
869878,7260925200.2521305,2022-10-16,192552,2934308,370535774919,3126860
921294,7768545251.718607,2022-10-17,220466,3328971,413326267034,3549437
966026,7435530730.975126,2022-10-18,266092,3386394,419352267379,3652486
1022221,6972563886.456921,2022-10-19,251491,3351966,614778054711,3603457
980378,7174376334.90011,2022-10-20,227307,3351407,428995165446,3578714
1022000,6827857226.225453,2022-10-21,176544,3346161,433997681478,3522705
997913,7059720499.35224,2022-10-22,177286,3310632,459904832996,3487918
945680,7023277093.711536,2022-10-23,166925,3238446,427472342826,3405371
1028357,7105649229.180969,2022-10-24,199655,3285397,439132217613,3485052
1093965,7249566983.339264,2022-10-25,254002,3499519,406363992327,3753521
1099158,6953368544.888944,2022-10-26,234858,3576993,427439233584,3811851
1134009,7422102960.530745,2022-10-27,403486,3771061,451317990263,4174547
1123766,6849986771.374292,2022-10-28,171709,3382241,391204749180,3553950
1028469,7275478938.3479595,2022-10-29,223822,3352115,414452411273,3575937
1084714,6712556790.752679,2022-10-30,181826,3374069,402541342585,3555895
1214689,6791261438.535237,2022-10-31,330050,3793841,454013885093,4123891
1169354,6775975190.954742,2022-11-01,297258,3902847,485091582090,4200105
1085709,7125343783.580121,2022-11-02,191680,3550352,455732983753,3742032
1126259,8870801009.68512,2022-11-03,394907,4452086,504496905002,4846993
1138527,7723190018.919184,2022-11-04,467584,4115385,563719931580,4582969
1095505,7525638076.01428,2022-11-05,258246,3544857,454885182295,3803103
1029484,7010178845.858502,2022-11-06,217658,3336355,409791806862,3554013
1079500,6994989816.349866,2022-11-07,208068,3503849,433871661085,3711917
1136454,7817936494.87386,2022-11-08,355455,4090592,511876637276,4446047
1126287,7799248336.599278,2022-11-09,362813,4040882,491521968509,4403695
1142910,7459665715.163926,2022-11-10,263151,3772731,434150787053,4035882
1175280,6932645254.355987,2022-11-11,196438,3480004,432300656517,3676442
1023783,7930320769.295063,2022-11-12,226212,3358284,444710112902,3584496
1069190,7419488354.230622,2022-11-13,217098,3351876,414815835519,3568974
1085804,7167061065.568598,2022-11-14,213250,3409938,415987364043,3623188
1088373,7287118277.09159,2022-11-15,254353,3394529,408563906557,3648882
1078880,7130940215.624766,2022-11-16,226022,3296569,397204573819,3522591
1091986,7557354709.381197,2022-11-17,226320,3346967,414414482571,3573287
1056958,6914928627.11531,2022-11-18,171367,3142480,379355867398,3313847
977421,6925770695.334073,2022-11-19,156853,2939284,374834747732,3096137
1017063,7395076108.981484,2022-11-20,217446,3193888,410613154386,3411334
1043830,7366573625.504127,2022-11-21,182810,3193135,384862176602,3375945
1031491,7039116909.250292,2022-11-22,181116,3198291,377951979196,3379407
